# feature1,feature2,output
6.137300958948445384e+01,4.722602788102515348e+01,9.769115313185693594e+02
2.642328535772202613e+01,6.031621624599292630e+01,8.416330495089873693e+02
7.939069976945226870e+01,7.502746401938503595e+01,9.155206343454359512e+02
6.913077613562973056e+01,2.889260780438813825e+01,8.523794177622040706e+02
5.315980089705907119e+01,2.647177577073690458e+01,8.355279825987258846e+02
2.115370015220052835e+01,4.519259699744056746e+01,7.571857926210361711e+02
2.996117669470602607e+01,8.354372611620215139e+01,7.953693559844036827e+02
8.173376503271057913e+00,9.699873872727714286e+01,4.301610594190357801e+02
4.896554394474846816e+01,5.317655121935068507e+01,9.764534298077912808e+02
7.922479756895853598e+01,4.572944292779494191e+01,9.195381122416631570e+02
5.810054324938494830e+01,2.905727749816016114e+01,8.650269890298865221e+02
1.440600961289129067e+00,8.357785124190904469e+01,4.399702474398962977e+02
3.772107253290957196e+00,1.151051911658104210e+01,2.252409772834599266e+02
5.217269901615648564e+01,4.911329788489253900e+01,9.748414711384340308e+02
6.439167552987129284e+01,7.808570895481744856e+01,9.514254623190112170e+02
8.001470674173702946e+01,1.039547260283786301e+01,5.979467183570014868e+02
2.883490434939923830e+01,4.119662140311664444e+00,4.246835307468273868e+02
3.599868972785049692e+01,4.346756780706686385e+01,8.807239593114244371e+02
3.171496050527577992e+01,4.644517203932847593e+01,8.618339511572611400e+02
2.997350653609828086e+01,1.976208826782502825e+01,6.458093461151312340e+02
8.100680002001421087e+01,7.004512777934256462e+01,9.239026470375036979e+02
2.588569055571662147e+01,9.111220506656349016e+01,7.004759362156410134e+02
6.807814169779693714e+01,2.747743685538382863e+01,8.422686927634794074e+02
5.681584267496307916e+01,7.120415871875877656e+01,9.810421891974345954e+02
7.663953018852483012e+01,5.854627141977501736e+01,9.608980277929105114e+02
6.808524114292414708e+01,6.944252237853582699e+01,9.783912127260450688e+02
4.434516086300399706e+01,4.832647090115563060e+01,9.465107558485584605e+02
9.509264963069615817e+01,6.456658194737175904e+01,8.240840584799350381e+02
6.502862408527927585e+01,9.136568936215550707e+01,8.582754754591671826e+02
9.347919676965024394e+01,5.502302527463201187e+01,8.390845665053666380e+02
3.089436097316671237e+01,8.260728191950539312e+00,5.047715716677608953e+02
9.330950964152621907e+01,2.119979656427308612e+01,6.325547792842901345e+02
7.732154689753242849e+01,2.493322017134901358e+01,7.850977584389064532e+02
9.856577598836080867e+00,7.408362668520062755e+00,2.579295935539462903e+02
5.085414843595697221e+01,3.212262447881203542e+01,8.791201238132924800e+02
9.177020832137515072e+01,9.543613335058923042e+01,6.817380601073417665e+02
6.028748106275239493e+00,5.838614575230760551e+01,5.903139859960523381e+02
9.909408808162052651e+01,4.091903182923059035e+01,7.341149790267141952e+02
6.503119320776575307e+01,7.100887004032733785e+01,9.795190853174397034e+02
9.260589459706019966e+01,9.187898010960732620e+01,7.078329978017723079e+02
8.200363931884298552e+01,7.951099468887679222e+01,8.785516508597977463e+02
4.732194906848490490e+01,6.509218209810710221e+01,9.738749396456931890e+02
8.740026555162383914e+00,7.230241058716330826e+01,6.095095345409479251e+02
4.728473248825449105e+01,4.364751784015551550e+01,9.398010003356129118e+02
5.481644618086186682e+01,8.261454033849034317e+01,9.244513271251963715e+02
7.383727477908657022e+01,2.594199323009520697e+01,8.101589015522300770e+02
5.023413874774485421e+00,3.005627704881470663e+01,4.492564786177758265e+02
4.942163075950869455e+01,6.677377148841870280e+01,9.779339028275934425e+02
6.895299583763939211e+01,6.250406481254846369e+01,9.879640648459936756e+02
3.147540120642261385e+01,8.965586686393463367e+01,7.621293742940050606e+02
6.737522840473131680e+01,7.525647306206188603e+01,9.597501334911071353e+02
1.762914008795868348e+00,4.356162877464269201e+01,4.854184023274547144e+02
1.929034487224620165e+01,8.864122075575512838e+01,6.518652061288847790e+02
9.662619332069559164e+01,3.976299385450489154e+01,7.539922697005133614e+02
2.639238824379945925e+01,1.615465638336690546e+01,5.711439072459265844e+02
3.120249615890461214e+01,1.357430622906274920e-01,3.798243030754144343e+02
9.617813261418689308e+01,6.668367342942586617e+01,8.098622149214627370e+02
1.048788160219374888e+01,4.671322224677954438e+00,2.252540810460671707e+02
6.110942076820143143e+01,8.382789307342906682e+01,9.201344084061530566e+02
6.668585476984904403e+01,7.164149279216918842e+01,9.747798946473982369e+02
6.039121425195877180e+01,1.114158314532998073e+00,5.126983716387076129e+02
4.034128871220435997e+01,5.044594190273480194e+01,9.329609718999298593e+02
7.734930365331060820e+00,3.397332717147971692e+00,1.658278246113453633e+02
2.538353810398377064e+01,2.836029537848580162e+01,6.909720910066938586e+02
6.584722888394736628e+01,5.274290215120293368e+01,9.879037540894991025e+02
5.040350442472360015e+01,4.221663017640145199e+01,9.427162839618320049e+02
3.400014046974414583e+01,4.181708931994568701e+01,8.586244247121150011e+02
9.039765078657656261e+01,8.912162011631764358e+01,7.510304970117387029e+02
2.906157121518540976e+01,9.444442795707557536e+01,6.988103784093515287e+02
7.456339490992343144e+01,2.239263291008530743e+01,7.715069580546600037e+02
7.391693391527296342e+01,8.839757064453222313e+01,8.595391601554506451e+02
1.573596202569710378e+01,8.905629180675906298e+01,6.060463211012231568e+02
2.076548744376382061e+01,1.497275060274489888e+01,4.987683662134887186e+02
4.151518395095909852e+01,2.264427057730162929e+01,7.559425889281966420e+02
4.865447499583701330e+01,6.170305740029008490e+01,9.816115474009349100e+02
4.865171869518160008e+01,2.023098017137160554e+01,7.597068152909964738e+02
4.753688455927075296e+01,3.713250274627431935e+01,9.047780713024662873e+02
1.083697402936133436e+01,2.843974678486659258e+01,5.203788603617207400e+02
5.444454991353966022e+01,4.870245990518318635e+00,5.685763162973959197e+02
1.298648598041901536e+01,3.441381292048762930e+01,5.974230195397633452e+02
7.548205735462278199e+01,7.957794380507293397e+01,9.125455656039442829e+02
8.879424588433163024e+01,1.568617353061507735e+00,4.036757130454308822e+02
2.510826453194053798e+01,9.456954250369831527e+01,6.610168323179643721e+02
6.718722687830671703e+01,3.979585829706875444e+01,9.354743502499630949e+02
7.922137354455901459e+01,6.912822417933310248e+01,9.364692076636516731e+02
8.541538743215704699e+01,1.733161660381355063e+01,6.534201595316912972e+02
6.987975357723138359e+01,3.949398076607422325e+01,9.272878387797039750e+02
6.326335174352115587e+01,6.293670676942532083e+01,9.974029487536948864e+02
4.525987165033637893e+01,4.011502686412059404e+01,9.139942225949106387e+02
8.299870660486785567e+00,1.078309064090423597e+01,2.839378964587837118e+02
7.059857044490354383e+01,3.396408070900031362e+01,8.890429662826288677e+02
7.993918002765434494e+01,9.586567046735827091e+01,7.634233488013268243e+02
8.781044567293352543e+01,5.146891798872609058e+01,8.811714916070204708e+02
5.633608558084213236e+00,6.352193431239301447e+01,5.829194929328165244e+02
4.149867231900415732e+01,3.147401763753043724e+01,8.376222108688939443e+02
4.727610468591303317e+01,8.668839476017129186e+01,8.772404000014264511e+02
9.326491587547558026e+00,4.536384948051054522e+01,6.090756064904202276e+02
6.810081830515757773e+00,2.220418541486246511e+00,1.331974797456022941e+02
4.818110588412783812e+01,1.389238614710179931e+01,6.816631945370417043e+02
6.540258414869666126e+01,3.799800861133414287e+01,9.279668503282241545e+02
6.002141334668349515e+01,5.398930000335406021e+01,9.950338004165287202e+02
8.928429790622047335e+01,6.155733956851305066e+01,8.792324659990824784e+02
7.745749520656846698e+01,5.420088301705526845e+01,9.525479314440316330e+02
2.579230171007298367e+01,1.483262772789447581e+01,5.488833365869978707e+02
3.145782803219528034e+01,5.805978887513618503e+01,8.850762384860157681e+02
2.219745043295103670e+01,7.194592501662288697e+00,4.073149465840746188e+02
4.829045416981275451e+01,1.927959138953164597e+01,7.477724648130134710e+02
6.187918129553743540e+01,3.955847625651522748e+01,9.408825247610928955e+02
9.557000968909639482e+01,7.397606110925994471e+01,7.948186583014820599e+02
1.373889371923484504e+01,3.754220379345444059e+01,6.284134590683162287e+02
7.734922521890858604e+01,4.217470444795169726e+01,9.131433894122282027e+02
7.595125501898172615e+01,4.355895521301015094e+01,9.263539499345131389e+02
6.036759612726376645e+01,9.325563984730122513e+01,8.446442388248159432e+02
2.807160099322374336e+01,5.781187745385055621e+01,8.561506524042385990e+02
5.114677403038648151e+00,7.430796000097518572e+01,5.479193568764969768e+02
7.159056635304047234e+01,3.079884537403554390e+01,8.613740666712704979e+02
1.353685972496023737e+01,6.059266377076122367e+00,2.877022457006720515e+02
9.641666694119288650e+01,2.669448307624104899e+01,6.577917742212090388e+02
8.092101352636895228e+01,8.104264938968709941e+01,8.763529180990068426e+02
8.921273674094443606e+01,9.419219279839438741e+01,7.158341009054611277e+02
5.192485282730405771e+01,7.071198637838595857e+01,9.748178952250651719e+02
8.881787535762660468e+01,7.596665241371725052e+00,4.973938078130755684e+02
6.658900605399674077e+01,7.506815090392925072e+01,9.620960236526514109e+02
2.172128837608698859e+01,9.129919631818054881e+01,6.564609161331288760e+02
9.213732361093921952e+01,9.888009842826055262e+01,6.424654941752490913e+02
1.594786477234183586e+01,3.469070207351106916e+01,6.373095938324730696e+02
3.942966598654953714e+01,4.595769010856805892e+01,9.129201361330418649e+02
6.545520027839941690e+01,3.915500254771369981e+01,9.348545500880393320e+02
1.075993802685789547e+01,9.216340043609986310e+01,5.139110206576704059e+02
3.148536662471224190e+01,9.872816462515332958e+00,5.326403106368053386e+02
7.328427988952871885e+01,5.817896808508903206e+01,9.748412847884209214e+02
3.940056467422324005e+01,3.666648865178684247e+01,8.639405464077692614e+02
6.671283841664033787e+01,1.403370336929862283e+01,6.967922927863972973e+02
6.612318091818333698e+01,1.579134704937322731e+01,7.201340202336003813e+02
7.727894453858186807e+01,1.687543474885723072e+01,6.967462701881992189e+02
2.591439406927509292e+00,3.060378999124768740e+00,8.116053974157328810e+01
2.698562791537539951e+01,8.646877435588974947e+01,7.484359511103349405e+02
4.422780450301166155e+01,9.770197359638899570e+01,7.653512833420264769e+02
1.147646080647828271e+01,6.436529422494885466e+01,6.664841069201039545e+02
6.723547044949429008e+00,2.262926718859893427e+01,4.048540088762193250e+02
6.267355507399818748e+01,8.247943593015340014e+01,9.280796630599345463e+02
1.256799574696239041e+01,5.151349452113761629e+01,6.737613551230891744e+02
7.802807139208469778e+01,2.805338983744588433e+01,8.109770552790013198e+02
9.268788252975348030e+01,2.589412268902430014e+01,6.864266874879810985e+02
8.277110101826306732e+01,5.576673417410857070e+01,9.247103880014915376e+02
5.272719392415702089e+01,5.648669725022143950e+01,9.909424225780791176e+02
9.739011687376378745e+01,4.329637825495903058e+01,7.643911493543311053e+02
9.202302445978916978e+01,3.916601093063221128e+00,4.138680716598533991e+02
5.522851810242164561e+01,9.996581527928411504e+01,7.724027507289860068e+02
2.280939778279168451e+01,1.598799547848315328e+01,5.334304470286814421e+02
2.127224738148647543e+00,3.164027673772690363e+01,4.162982851306054499e+02
3.294658704798059290e+01,7.051664377111208637e+01,8.816934270864090877e+02
4.455883875726966181e+01,4.264136919989502950e+00,5.299560604642636008e+02
6.702158161688008420e+01,5.460349452719497521e+01,9.890887561491422275e+02
2.837694606330736136e+01,2.352266126031884497e+01,6.725247254040099278e+02
9.353885948820527574e+01,7.241435928219064522e+01,8.203418765902616769e+02
6.745385879856648614e+01,5.621166405717000458e+01,9.902853830094767318e+02
7.100805062112367239e+01,8.433711090304279878e+01,8.998275392020359504e+02
2.143180606329227089e+01,1.133540537259870540e+01,4.581542758004467828e+02
2.763177361777488983e+01,1.542584576195641333e+01,5.735795618951448205e+02
6.642986272088030830e+01,4.006260997969853577e+01,9.384290163177614659e+02
1.518165677588885210e+01,1.898003132603065524e+00,2.432717715053552467e+02
4.252018422003735765e+01,9.680612471071992076e+00,6.012657098627470305e+02
4.636300228845683336e+01,2.197358901113263130e+01,7.707241731622701764e+02
7.503300454030438971e+01,3.757371147145056511e+01,8.976548584026578510e+02
8.456278415267131265e+01,6.486213641305558042e+01,9.119860375018619152e+02
5.593023592439681124e+01,6.950570700256224654e+01,9.850833249715406055e+02
7.218554401549583588e+01,7.369222285371492376e+01,9.528894105920307993e+02
1.818450003703705420e+01,6.294413018867125231e+01,7.531222857209872927e+02
3.008999432761928361e+01,1.188156985740720373e+01,5.489207787472918199e+02
8.997344094777474766e+01,8.184844360219702253e+01,8.067371972368413253e+02
2.320556768688240012e+01,9.748824925291087595e+01,6.122834686445727357e+02
9.405293573808694418e+01,6.853020202049535214e+01,8.268925484916255755e+02
6.776648232377678482e+01,4.575246619449985275e+01,9.631015368921123354e+02
9.099175818531975324e+01,8.504607711217914812e+01,7.769341247802311727e+02
2.865961212015080051e+01,5.889292572583534024e+01,8.618805173559667310e+02
2.697029409397644351e-01,4.790862958067197042e+01,4.780908981409778562e+02
9.872080334624966369e+00,2.303807867309872748e+01,4.548871923510230886e+02
9.964340984363930431e+01,9.393542377187648640e+01,6.173416238025972689e+02
5.115559659392457093e+01,9.313436638648808774e-01,4.986939448847168705e+02
2.072701026803393987e+01,6.737906449899749362e+01,7.756658297689918982e+02
7.122758215312252617e+01,7.329867643415306588e+01,9.575350132666175114e+02
4.361847231042015238e+01,7.288521304884865515e+01,9.390558351165664135e+02
5.790850956216111456e+01,8.313433621499621395e+00,6.239952998519354423e+02
7.722602433969700542e+01,1.941401996564431442e+01,7.268724805385652417e+02
7.795524587625719448e+01,7.532825612966513518e+01,9.217723369753564384e+02
5.723778191384939618e+01,7.483382327583775862e+00,6.113802546405372595e+02
4.155731710304666038e+00,3.195568729345705705e+01,4.512222986715800630e+02
5.795555972750826612e+01,6.648251276680251465e+01,9.936178525376349171e+02
4.366190707405080929e+01,2.255770836274709623e+01,7.655399802097824704e+02
2.780031855834802457e+01,9.366439306526551434e+01,6.950847586459101421e+02
1.821478320276963458e+01,1.975843709991235286e+01,5.270785726272516740e+02
6.678169241082053986e+01,2.912898826979324340e+01,8.596926992334932720e+02
2.839629818657331128e+01,9.450834771346128704e+00,5.005658394937668731e+02
3.686675918744094815e+01,6.243832756678708051e+01,9.240569755557540930e+02
8.053843556860940112e+01,8.001127396078638299e+01,8.845339050276680837e+02
8.029913341844773811e+01,3.423756120883202669e+01,8.489052154078426611e+02
1.777156558059828129e+01,5.969859875387945891e+01,7.494498358105129228e+02
6.075666129856757181e+01,6.047381662894022725e+01,1.000000000000000000e+03
5.787233725833205256e+01,8.977337117019649781e+01,8.748772407146641399e+02
3.258776523976251127e+01,1.408432651034401317e+01,5.981600772251389344e+02
3.076148271513550014e+01,4.416691812544194562e+01,8.447138621572839838e+02
7.578861592759517407e+01,3.705281333174404068e+01,8.910592790876461322e+02
2.909639355814005413e+01,9.944760577964156312e+01,6.471493394240460475e+02
2.417311691834537157e+01,4.117677926617533046e+01,7.698943795979593006e+02
5.836852412633503207e+01,6.109751137318533409e+01,9.995685973357184366e+02
2.726089793843489062e+01,6.450850771234591718e+01,8.465976156397117620e+02
5.833969314891487556e+01,8.359430943662202651e+01,9.214769161195961260e+02
2.497707957277338764e+01,7.589201927166770645e+01,7.922035192099859842e+02
9.819297104183203828e+01,3.126510894493628001e+01,6.790208813990617500e+02
3.379257052862511301e+01,3.435208404198750998e+01,8.111109099423529187e+02
2.384423393433686655e+01,9.150771135575629955e+01,6.768312216201577485e+02
4.231763137909828743e+01,5.672063318576543622e+01,9.546525809782979195e+02
1.758156779867199404e+01,9.724125655510965771e+01,5.522600493449209580e+02
5.291320585130235798e+01,8.129498846104668530e+01,9.293128874007805962e+02
2.845143663393883315e+01,7.329384703647822619e+01,8.353722332619909139e+02
3.877884042242180129e+01,9.363120036617340247e+01,7.778336706358770698e+02
1.503488591376159711e+01,2.793649197269850859e+01,5.714187962935760652e+02
7.707199219165106285e+01,2.022791336199901835e+01,7.368079759316912032e+02
7.573274219833686516e+01,6.078565217423328448e+01,9.652343755344837746e+02
6.135688269046829646e+01,8.581056370466576766e+01,9.062153296498626105e+02
8.470502891457429939e+01,7.410652698505700187e+01,8.863535547251348135e+02
8.958662003372948845e+01,8.076269716192527426e+01,8.164784514386839192e+02
1.127750187043410435e+01,4.748829191658165882e+01,6.444396309768576430e+02
1.079769363732445697e+01,2.550595508467165118e+01,4.925970207733328152e+02
6.394951799024001104e+01,5.870615290871269565e+01,9.976842030706283140e+02
7.002427746006766540e+01,7.635467328554504718e+01,9.483919601753264033e+02
4.623163749973907244e+01,5.676934056916471683e+00,5.586795307367564192e+02
9.065760530577961163e+01,1.134772458612675017e+01,5.352949215477792677e+02
4.983474617585243038e+01,4.217577213497833810e+01,9.409319635022515058e+02
4.106146950924552641e+01,4.197072368582327329e+01,9.040090673326203614e+02
4.675334894357867910e+01,3.820910707723972166e+01,9.087045554784720025e+02
4.128373095448619523e+01,2.535676730412694724e+01,7.821829621207506307e+02
1.410745488317866059e+00,9.593358241178788148e+01,3.361250386564965993e+02
3.565021561783927950e+01,9.140179284650074010e+00,5.531879058132942646e+02
6.935796057964664385e+01,9.893453529101344657e+01,7.747309549952286716e+02
5.446238672371207201e+01,5.480956481431111627e+01,9.920150553965538620e+02
1.335703745794444330e+01,2.218922840465653579e-02,1.886820144150129579e+02
1.178734418747429125e+01,1.360340352931461716e+01,3.708174823442292336e+02
1.596496464878940458e+01,8.457871265330716426e+01,6.426443081353154412e+02
2.807311899844163605e+01,7.942957445154389973e+01,8.037752886107329005e+02
3.433785379431512297e+01,3.836610183436393129e+01,8.417629902749895336e+02
1.531275148159737576e+01,5.306337985164423543e+01,7.126607363598108122e+02
9.194128800411782265e+00,5.109890661008660118e+01,6.261612292491826111e+02
6.947421209516647878e+01,5.126947245436576850e+01,9.767817555877901441e+02
4.899559153724960225e+01,4.111305949071958565e+01,9.329513335595263470e+02
4.866818541430121314e+01,4.873032630298991563e+01,9.642112312973351891e+02
8.045578351837077946e+01,2.845454560343815231e+01,8.014250570634396809e+02
5.781612495466981017e+01,9.189893005813422633e+01,8.564176422583481099e+02
7.530178908488055356e+01,6.604889584760262267e+01,9.620581125645840075e+02
7.026034693712468027e+01,6.210654096666653601e+01,9.846910562008473562e+02
9.274538239053083544e+01,3.949075229183929281e+00,4.078037495035741244e+02
6.728124264717418157e+01,3.746149814619690233e+01,9.212586987138129189e+02
3.332180502107283360e+01,1.927506592764506266e+01,6.669540367471786340e+02
3.104713987405057907e+01,7.767311139122715247e+01,8.383845742366266904e+02
2.379670052012363612e+01,9.721811282894321948e+01,6.211853494899826273e+02
1.437592026878902196e+01,1.084578511598964745e+01,3.679235050428637237e+02
9.435462155001074791e+01,1.497703439232764921e+01,5.492980802837229248e+02
2.672765249874879956e+01,5.037253948879574494e+01,8.314789228194681527e+02
1.668985737335202302e+01,9.988153265804818659e+01,5.128937896919911736e+02
9.246370704643899785e+01,8.017904014999415097e+01,7.947441534807300059e+02
9.637775570003647374e+00,2.830228044716026758e+01,5.023808697889495534e+02
6.531935204419426100e+01,2.212348920557415255e+01,7.944855767187476658e+02
5.953601770117879965e+01,2.638392501524889866e+01,8.412451058313404246e+02
6.914660596595989261e+01,7.921940268537971974e+01,9.364326396191506774e+02
3.291001704119590698e+01,6.030332895642209756e+00,4.875529344762424557e+02
6.742795868253783453e+01,3.601209815214451027e+01,9.114767566100039176e+02
5.363388683832101123e+01,9.305891150073665585e+01,8.408004846034295952e+02
8.368689420877420559e+01,2.900980649194233507e+01,7.862579250216731452e+02
4.703754852840047462e+00,3.153611988859091753e+01,4.564508705996194067e+02
1.187105066375694307e+01,8.532124425889526265e+01,5.844020134602901635e+02
2.466506255480738119e+01,7.399582153376442761e+01,7.970837634992287803e+02
7.263622408716686607e+01,1.328626901389576886e+01,6.709458274616411018e+02
1.155140066245891006e+01,5.245050787503935652e+01,6.621729058720460444e+02
1.927834650883863787e+01,7.747705310299750181e+01,7.240974703493890274e+02
8.548922936041255127e+01,8.573434500474213849e+01,8.157054298423782939e+02
7.238422056781390168e+00,9.311118028704623129e+00,2.476823623976574140e+02
4.263797156383603237e+01,2.907696602322381452e+01,8.233353977303745523e+02
2.906767660176712287e+00,2.947573265009310006e+01,4.109801102392826806e+02
7.291524661096593718e+01,2.544154883971783221e+01,8.087994007463114485e+02
8.839263490513005195e+00,8.951601573738479090e+01,5.097577854609495489e+02
3.412622523637364225e+01,9.172933144168912634e+01,7.645076898209495084e+02
4.121639540135479507e+00,9.575473413674149015e+01,3.815437966910652108e+02
9.426714927154256429e+01,1.109070004000477461e+01,4.988306366741838360e+02
3.330120590513666912e+01,4.124570950258343416e+00,4.610862078787098426e+02
5.659496175543755925e+01,1.108938848560481105e+01,6.622318567544856478e+02
5.613211327930738292e+01,9.150804903624467102e+01,8.584688595621574905e+02
1.376216528167857334e+01,5.254889144128591738e+01,6.918033483010999589e+02
2.442036705425819676e+01,8.353540688504209299e+01,7.443202782745951254e+02
9.190071066459320548e+01,8.661239209419164808e+01,7.575258654296187615e+02
3.740901807826191572e+01,8.594812009802156183e+01,8.337390599217951603e+02
1.518937647081340891e+01,6.111467500561744970e+01,7.176972802588051081e+02
5.134921871012024752e+01,8.439343756722041689e+01,9.059553691855211355e+02
6.664350901415801331e+01,3.898644704263077898e+01,9.318420337980323893e+02
1.772282477075688334e+01,5.872204199768189881e+01,7.486541058769980737e+02
9.460037935155067146e+01,6.921899321213476064e+00,4.358444740471288696e+02
3.571481786656660518e+01,8.976741105824690692e+01,7.926662935490701329e+02
6.023163749063004246e+01,7.716319684658503775e+01,9.586994571019514524e+02
5.581941867583775263e+01,1.398530221276019780e+01,7.000438232434053134e+02
1.946133456800487238e+01,4.493581054272118536e+01,7.372238311096996313e+02
1.465930292798455170e+01,1.789191968298358049e+01,4.619323607226211834e+02
5.225120548811705845e+01,5.092619167953066039e+01,9.800996351304868313e+02
9.221452774444564682e+01,4.306153829206411388e+01,8.139161277219038766e+02
7.062817358946288948e+01,7.967474361680730510e+01,9.298253034762345806e+02
8.262186513837990276e+01,1.415091752640241829e+01,6.327082793280318356e+02
5.563812817181329251e+01,3.557774846928774082e+01,9.136022396593986059e+02
5.741465660115496661e+01,1.733559840427781751e+01,7.433209775759528384e+02
5.019579489138834560e+01,2.643225987337837068e+01,8.282209888049437723e+02
6.394431457115798167e+01,2.740294760920092276e+00,5.370801823212117370e+02
3.279520634468416063e+01,4.417685308175224179e+01,8.608927784130694363e+02
4.878322547238275320e+01,1.505610351073577391e+01,6.985060878556947728e+02
1.588669392891388554e+01,6.107747659769913184e+00,3.183534627812906592e+02
2.074140604244007946e+01,1.836288444985496682e+01,5.397992660618992886e+02
7.942064113909160028e+01,8.267381741322677158e+01,8.748375022226954343e+02
7.389080375031950609e+01,2.835021713087939688e+01,8.321921047614728195e+02
4.210656895964213220e+01,7.496373181548064224e+01,9.236358805711519153e+02
1.271776200288495851e+01,9.211015369473850001e+01,5.409538956275953296e+02
4.494583849869534475e+01,4.416545579550981415e+01,9.330150007083577748e+02
1.657815467377813334e+01,4.596667085537720965e+01,7.074145213235036636e+02
4.714656799907886864e+01,6.203082455972123910e+01,9.763105818835272203e+02
3.575799259109915340e+01,5.692432160219729198e+00,5.029588776974704842e+02
7.171686087809115406e+01,3.058086299607841596e+01,8.591642371446828292e+02
4.019575364971341713e+01,6.013044834233417646e+01,9.449814918493963205e+02
9.899224269173922153e+01,9.907088163460471719e+01,5.718406471367326276e+02
4.369724265258341234e+01,7.368961283993145628e+01,9.364130237751829782e+02
1.071720386038135331e+01,8.766749781838419153e+01,5.511285753529067506e+02
6.458132478128152343e+01,6.695664363803133767e+01,9.903596080609463570e+02
6.480169858641902181e+01,2.073092552073447692e+01,7.801217829023856893e+02
2.704193705632260603e+01,2.000601816685712109e+01,6.226070019435023823e+02
8.816613565425176091e+01,8.055477701872864316e+01,8.292169235272386913e+02
9.224244652438140690e+01,1.651393427450996754e+01,5.881897673995254081e+02
9.823931922529020255e+01,6.075389742614054711e+01,7.945012742772324827e+02
1.447721963091876951e+01,9.526294055209825729e+01,5.340487530068256774e+02
5.188937387974033300e+01,5.554298683813763127e+00,5.742037335047285751e+02
2.730653081636302915e+01,1.960166984593429973e+01,6.204795790405214575e+02
3.980095703337075719e+01,7.740205406185548043e+01,9.001985182100675047e+02
6.597657841602804751e+01,8.957072280602950798e+01,8.721832204155645059e+02
6.517640261056496342e+01,3.444110705299900133e+01,9.045249993737006662e+02
6.428899793770969495e+01,1.912199445517950380e+01,7.626517363546794286e+02
3.821268335647344117e+01,7.514772184449492443e+01,9.011391600333026872e+02
4.238766077067241156e+01,2.133279754464512123e+01,7.463553695446374832e+02
9.585734206120808665e+01,6.232788355309349271e+00,4.130471686423009601e+02
5.943800177532448004e+01,9.570632038626307292e+01,8.208639462152793840e+02
5.185172147992953740e+01,1.092025855142926360e+01,6.521997468177227120e+02
9.177217791826764426e+01,9.865162727754093908e+01,6.482354216801414850e+02
4.252824156904573272e+01,7.338296407810773303e+01,9.320303187419938240e+02
2.358301112660645771e+01,2.271681015182561580e+01,6.183226660424468264e+02
5.679177972788550477e+01,4.673392192879831697e+01,9.739286033235348441e+02
2.340863596415914216e+01,1.241931140325420735e+01,4.937012806996021936e+02
9.072887719064608802e+01,6.535404232499683985e+01,8.633586100983059168e+02
1.489155152386531000e+01,3.319756811803610219e+01,6.131347749111372423e+02
2.524349990006185962e+01,6.781154940660391617e+01,8.217385783733303697e+02
9.725976689069671721e+00,3.297149361576371263e+01,5.421703473439596337e+02
4.379638852380111302e+01,2.666433816331490547e+01,8.070096380548519619e+02
1.870017243912388594e+01,1.067461424944037240e+01,4.183873459109318560e+02
2.375821074319969384e+01,8.780695757429862169e+01,7.068096705370450081e+02
4.403982063504729183e+01,4.831678759102791787e+01,9.451221082436071583e+02
2.467176909270988361e+01,8.238214678861594109e+01,7.542691782883334781e+02
6.393443802892838335e+01,1.927431944906307137e+01,7.648087427299109322e+02
1.858198173971682365e+01,2.068593879662251567e+01,5.417444459296682453e+02
3.061967106421590401e+01,8.572797682116998885e+01,7.857418693086460735e+02
1.749077286325593406e+01,3.140681095128969957e+01,6.312018159391514018e+02
5.461361486883930638e+00,8.846960388605211278e+01,4.681011593078867463e+02
7.973576499085606883e+01,4.573694124861088284e+01,9.167700082926268124e+02
3.151614195775210803e+01,2.860672562235968641e+01,7.475471913064102409e+02
2.038163883874647553e+01,2.877891037699101773e+01,6.424793594605340559e+02
9.590863663151472096e+00,6.001089831253246842e+01,6.429417731173966786e+02
5.474684999959066545e+01,3.354768779884873453e+01,8.978810501480274979e+02
2.658929337197763942e+01,8.817859565489118268e+01,7.316021463625891101e+02
3.657559728520743647e+01,4.182425496650621355e+00,4.850633472563246755e+02
8.259459339560640956e+01,4.026185982108804495e+01,8.735940482558077065e+02
2.000660652093029057e+01,9.281691898757036085e+01,6.239185243951405937e+02
3.912414100921304083e+01,6.538010499299767275e+01,9.347879409495283198e+02
9.764157395932316774e+01,1.755639491481053582e+00,3.241254947051257318e+02
8.953060273506633848e+01,8.284611542329564315e+01,8.041734351338433271e+02
8.150296207363599876e+01,3.459811702575161974e+01,8.444249216422606423e+02
3.951945987007055017e+00,2.961774911764772966e+01,4.288173273420394480e+02
3.132934706662535618e+01,2.927487456295179058e+01,7.518803493721646873e+02
9.936981912853838139e+00,4.336505491853480976e+01,6.089342299166936527e+02
1.903327278797947031e+01,6.914914677800858556e+01,7.524510230871227350e+02
9.581671966465835055e+01,9.347883860974062031e+01,6.622560555619683100e+02
2.265586634201824978e+01,4.514437665368142838e+00,3.713617803891196445e+02
7.396809164236863410e+01,7.615039743043016074e+01,9.360254305962176886e+02
1.968239999079097657e+01,7.910159042655922690e+01,7.203474880688797839e+02
8.539724472782307174e+00,1.120806072961861943e+01,2.932701642577115990e+02
3.114572651697211647e+00,9.797328435601397700e+01,3.425908535690971348e+02
4.006903402170861739e+01,2.120933622112222139e+01,7.327757483142613637e+02
2.289580652448146481e+01,2.150521547123020838e+01,5.983161078779387481e+02
