,weight,prod_distance,time_delivery,target
2503,73.0,2631.0,1.0,747581.7379983788
2504,55.0,2700.0,8.0,711399.1314326305
2505,28.0,1734.0,5.0,608103.1966874629
2506,64.0,2501.0,5.0,705410.4299192637
2507,64.0,1772.0,3.0,724911.4333498311
2508,46.0,2501.0,14.0,649061.2499192636
2509,73.0,2913.0,11.0,815693.7404500827
2510,37.0,2913.0,8.0,706438.0604500828
2511,19.0,1335.0,1.0,603887.9653672726
2512,82.0,2488.0,6.0,747013.5324644243
2513,64.0,2163.0,4.0,692591.4525970788
2514,10.0,1804.0,11.0,521241.4918136714
2515,73.0,2796.0,9.0,782752.8012148325
2516,64.0,1734.0,3.0,729255.4366874628
2517,37.0,1459.0,10.0,669574.6739110985
2518,46.0,1467.0,12.0,700297.3502069425
2519,55.0,1567.0,5.0,721495.1149412772
2520,1.0,1459.0,2.0,514537.43391109863
2521,55.0,2476.0,10.0,676089.4987274453
2522,10.0,1731.0,11.0,529584.3921824719
2523,82.0,1797.0,1.0,765172.8581415537
2524,19.0,2105.0,1.0,536366.3537311212
2525,28.0,2501.0,9.0,583622.0699192637
2526,28.0,1783.0,1.0,602708.3058336186
2527,37.0,2796.0,1.0,673746.2412148325
2528,73.0,2631.0,13.0,746069.7379983788
2529,55.0,1804.0,4.0,695348.2918136714
2530,46.0,2471.0,3.0,647544.0023521412
2531,64.0,2913.0,9.0,792985.5704500827
2532,10.0,2074.0,11.0,496519.88123694714
2533,64.0,2796.0,12.0,759128.1612148324
2534,1.0,1734.0,4.0,486810.01668746286
2535,46.0,1567.0,3.0,692860.0849412772
2536,64.0,2476.0,3.0,702853.3387274452
2537,73.0,1346.0,3.0,784913.1969504637
2538,28.0,1346.0,9.0,640469.4969504637
2539,1.0,1772.0,2.0,482550.07334983116
2540,64.0,2074.0,4.0,696656.8412369471
2541,46.0,2074.0,1.0,642058.5212369472
2542,37.0,1161.0,9.0,668562.1149294311
2543,10.0,2501.0,1.0,506203.8899192636
2544,37.0,1783.0,4.0,637203.7758336186
2545,73.0,2936.0,2.0,824023.7308572765
2546,46.0,2118.0,4.0,639581.2724994892
2547,19.0,1237.0,9.0,601928.9818052801
2548,1.0,1783.0,5.0,481104.8958336187
2549,10.0,1804.0,13.0,520809.4918136714
2550,73.0,2680.0,14.0,755101.807679752
2551,28.0,1734.0,7.0,607887.1966874629
2552,1.0,2631.0,7.0,481159.41799837875
2553,10.0,1928.0,12.0,507943.7491183892
2554,82.0,2043.0,11.0,740771.1827244101
2555,64.0,1804.0,8.0,720800.6518136715
2556,82.0,2105.0,5.0,737942.5037311212
2557,37.0,1567.0,8.0,660670.0549412773
2558,28.0,2231.0,14.0,568546.2840008646
2559,73.0,2028.0,3.0,722766.6247340296
2560,37.0,2501.0,3.0,618965.1599192637
2561,10.0,1928.0,13.0,507718.7491183892
2562,28.0,2135.0,13.0,571057.957966973
2563,73.0,2105.0,8.0,717512.0537311212
2564,46.0,1567.0,11.0,691852.0849412772
2565,73.0,1797.0,9.0,744401.1281415536
2566,73.0,1567.0,14.0,768766.1749412772
2567,19.0,2501.0,14.0,544975.9799192636
2568,73.0,2231.0,14.0,712740.2340008646
2569,1.0,1734.0,2.0,486918.01668746286
2570,73.0,2936.0,3.0,823978.7308572765
2571,46.0,2043.0,11.0,642979.7027244101
2572,28.0,2631.0,9.0,602487.7879983787
2573,64.0,2936.0,2.0,800953.4908572766
2574,1.0,1731.0,7.0,486858.60218247195
2575,10.0,1284.0,8.0,562987.4518735134
2576,55.0,2074.0,7.0,670451.1812369471
2577,64.0,1346.0,14.0,760303.0569504637
2578,1.0,1161.0,12.0,512201.15492943116
2579,1.0,1335.0,10.0,519236.66536727257
2580,46.0,2135.0,11.0,637898.2579669729
2581,1.0,2135.0,5.0,450871.5079669729
2582,55.0,1797.0,4.0,696134.6681415535
2583,55.0,2631.0,13.0,697068.1579983787
2584,19.0,2501.0,11.0,545650.9799192636
2585,73.0,1567.0,6.0,770206.1749412772
2586,37.0,2700.0,2.0,651261.1314326305
2587,37.0,1731.0,11.0,642209.7621824719
2588,82.0,1284.0,3.0,805174.9318735134
2589,37.0,2796.0,13.0,672234.2412148325
2590,28.0,2105.0,11.0,572861.8037311212
2591,82.0,2936.0,12.0,842917.9708572765
2592,37.0,1797.0,14.0,633999.2081415536
2593,55.0,1459.0,7.0,730488.2939110985
2594,82.0,2936.0,7.0,843772.9708572765
2595,19.0,1459.0,1.0,598347.0539110985
2596,73.0,2796.0,13.0,781960.8012148325
2597,46.0,2105.0,13.0,638832.7037311213
2598,37.0,2631.0,9.0,637194.5779983787
2599,28.0,2913.0,3.0,672200.8904500827
2600,55.0,2680.0,4.0,707711.407679752
2601,73.0,2416.0,5.0,720453.0123281042
2602,46.0,1804.0,11.0,665602.9318136714
2603,46.0,1346.0,2.0,707428.7769504638
2604,10.0,1237.0,8.0,561668.65180528
2605,1.0,1731.0,4.0,487155.60218247195
2606,55.0,1804.0,3.0,695411.2918136714
2607,55.0,2476.0,5.0,676764.4987274453
2608,10.0,1772.0,3.0,525882.5533498311
2609,55.0,1346.0,4.0,736079.9169504638
2610,73.0,2936.0,5.0,823834.7308572765
2611,28.0,2043.0,14.0,575912.9627244101
2612,28.0,1928.0,7.0,586833.7891183892
2613,28.0,1783.0,7.0,602276.3058336186
2614,28.0,2476.0,11.0,580569.9787274452
2615,82.0,2476.0,3.0,745995.0187274452
2616,73.0,1335.0,10.0,784293.8653672726
2617,82.0,2135.0,10.0,735911.8579669729
2618,73.0,2488.0,11.0,726134.6124644242
2619,55.0,2098.0,3.0,669460.3653577651
2620,37.0,1467.0,4.0,669763.3202069426
2621,46.0,2700.0,6.0,682770.1314326305
2622,55.0,2488.0,7.0,677806.7724644243
2623,28.0,2416.0,12.0,575104.8123281042
2624,37.0,2471.0,9.0,615119.6123521412
2625,1.0,2135.0,11.0,450007.5079669729
2626,46.0,2700.0,13.0,681573.1314326305
2627,1.0,2936.0,5.0,557624.8108572764
2628,55.0,2796.0,8.0,733874.5212148326
2629,19.0,2416.0,3.0,538716.3723281042
2630,82.0,1459.0,11.0,798652.2239110986
2631,82.0,1804.0,14.0,762633.3718136714
2632,19.0,2501.0,4.0,546595.9799192636
2633,64.0,1161.0,6.0,755194.5849294312
2634,82.0,1335.0,6.0,804880.0153672725
2635,73.0,1731.0,1.0,752632.922182472
2636,37.0,2501.0,2.0,619010.1599192637
2637,73.0,2118.0,5.0,717238.1324994892
2638,46.0,2098.0,11.0,639625.545357765
2639,1.0,2471.0,12.0,458287.0523521411
2640,64.0,2796.0,1.0,760415.1612148324
2641,28.0,1772.0,1.0,603961.5133498312
2642,82.0,1161.0,12.0,797127.5649294312
2643,10.0,2135.0,9.0,493777.6579669729
2644,82.0,2913.0,4.0,836790.9104500827
2645,82.0,2118.0,4.0,737399.7524994892
2646,73.0,2074.0,10.0,718893.5012369471
2647,55.0,1783.0,2.0,697824.7158336187
2648,55.0,2105.0,2.0,669145.1537311212
2649,64.0,2631.0,8.0,723971.9479983787
2650,73.0,2028.0,1.0,722838.6247340296
2651,82.0,2488.0,1.0,747328.5324644243
2652,37.0,2118.0,6.0,607656.6524994893
2653,73.0,1237.0,5.0,783676.9618052801
2654,19.0,2700.0,14.0,577191.1314326305
2655,1.0,1459.0,12.0,513277.43391109863
2656,73.0,2913.0,4.0,816638.7404500827
2657,55.0,2680.0,2.0,707819.407679752
2658,73.0,2074.0,7.0,719352.5012369471
2659,73.0,1804.0,5.0,744120.0118136714
2660,1.0,1335.0,12.0,518840.66536727257
2661,37.0,1346.0,12.0,674493.6369504638
2662,64.0,1797.0,5.0,721937.3981415535
2663,37.0,2913.0,3.0,706933.0604500828
2664,1.0,2476.0,3.0,460003.4587274453
2665,10.0,2700.0,9.0,537681.1314326305
2666,55.0,2488.0,5.0,678022.7724644243
2667,37.0,1804.0,14.0,633211.5718136714
2668,46.0,2231.0,5.0,636510.8640008646
2669,37.0,1335.0,2.0,675957.2653672725
2670,1.0,1731.0,11.0,486210.60218247195
2671,64.0,1783.0,2.0,723707.1858336186
2672,64.0,2105.0,14.0,693328.6037311212
2673,19.0,2476.0,3.0,543969.1387274452
2674,82.0,1237.0,11.0,802814.29180528
2675,10.0,2135.0,8.0,493930.6579669729
2676,82.0,1772.0,1.0,767998.3933498312
2677,10.0,2631.0,13.0,523534.2079983787
2678,82.0,2098.0,1.0,738516.8253577651
2679,19.0,1797.0,6.0,563259.7481415536
2680,64.0,2043.0,9.0,698067.4427244101
2681,82.0,1335.0,14.0,803440.0153672725
2682,19.0,1284.0,9.0,603252.0118735133
2683,64.0,1734.0,5.0,729111.4366874628
2684,19.0,2471.0,4.0,543403.832352141
2685,55.0,2118.0,5.0,668328.8924994892
2686,64.0,2118.0,5.0,694241.5124994892
2687,19.0,2043.0,6.0,539783.0927244101
2688,1.0,2488.0,14.0,459572.25246442424
2689,73.0,2476.0,14.0,724199.1787274452
2690,46.0,1459.0,3.0,702078.9839110986
2691,10.0,1928.0,14.0,507475.7491183892
2692,28.0,1284.0,5.0,641257.5718735134
2693,46.0,2476.0,11.0,647039.6587274452
2694,37.0,2936.0,12.0,712986.7708572765
2695,64.0,2680.0,2.0,733782.6076797519
2696,73.0,1459.0,1.0,779710.9139110985
2697,19.0,1928.0,6.0,549391.2691183892
2698,73.0,1928.0,11.0,730243.3891183891
2699,10.0,2074.0,6.0,497284.88123694714
2700,55.0,2028.0,8.0,673378.5847340297
2701,19.0,1161.0,1.0,597217.1349294311
2702,82.0,1731.0,1.0,772678.712182472
2703,19.0,1804.0,3.0,562713.8518136714
2704,55.0,2700.0,7.0,711534.1314326305
2705,1.0,1161.0,11.0,512408.15492943116
2706,1.0,2231.0,8.0,448225.9140008646
2707,28.0,1804.0,5.0,600118.2118136714
2708,82.0,2501.0,5.0,748556.6099192636
2709,82.0,2700.0,4.0,780978.1314326304
2710,19.0,2476.0,8.0,543474.1387274452
2711,37.0,1783.0,11.0,636258.7758336186
2712,1.0,2163.0,2.0,450046.76259707875
2713,73.0,2913.0,14.0,815018.7404500827
2714,55.0,2631.0,12.0,697293.1579983787
2715,46.0,2501.0,10.0,649925.2499192636
2716,73.0,2231.0,8.0,713928.2340008646
2717,10.0,1335.0,10.0,562574.8153672726
2718,73.0,2028.0,4.0,722703.6247340296
2719,28.0,2796.0,10.0,638133.6012148325
2720,73.0,2476.0,3.0,725882.1787274452
2721,19.0,1567.0,8.0,588531.9949412772
2722,64.0,1567.0,7.0,747142.1449412772
2723,73.0,1459.0,10.0,778819.9139110985
2724,46.0,1567.0,14.0,691177.0849412772
2725,37.0,1467.0,13.0,668386.3202069426
2726,19.0,1772.0,13.0,564904.0333498312
2727,19.0,2416.0,6.0,538473.3723281042
2728,82.0,1731.0,13.0,771166.712182472
2729,28.0,2936.0,4.0,679404.5308572765
2730,37.0,2028.0,10.0,612497.5447340297
2731,64.0,2913.0,7.0,793273.5704500827
2732,28.0,1797.0,8.0,600555.4781415536
2733,10.0,2913.0,8.0,593493.5504500828
2734,37.0,2631.0,1.0,637914.5779983787
2735,1.0,1467.0,5.0,513778.20020694257
2736,55.0,2476.0,3.0,676908.4987274453
2737,28.0,2471.0,12.0,579860.222352141
2738,82.0,2231.0,10.0,733695.0240008646
2739,73.0,2135.0,11.0,715640.707966973
2740,1.0,2631.0,14.0,479836.41799837875
2741,82.0,1284.0,11.0,804166.9318735134
2742,28.0,1237.0,2.0,640119.31180528
2743,10.0,2028.0,4.0,500547.98473402974
2744,55.0,1284.0,1.0,736482.2518735133
2745,82.0,2028.0,8.0,742344.1447340297
2746,46.0,2476.0,4.0,647984.6587274452
2747,1.0,1783.0,14.0,479565.8958336187
2748,28.0,2476.0,10.0,580758.9787274452
2749,10.0,1797.0,6.0,522796.0181415536
2750,82.0,1567.0,9.0,789832.2049412772
2751,55.0,1567.0,9.0,720991.1149412772
2752,82.0,1567.0,10.0,789661.2049412772
2753,82.0,1731.0,6.0,772363.712182472
2754,19.0,2913.0,12.0,633337.7204500827
2755,64.0,1783.0,6.0,723419.1858336186
2756,55.0,1567.0,14.0,719956.1149412772
2757,37.0,1731.0,1.0,643289.7621824719
2758,82.0,2936.0,3.0,844132.9708572765
2759,28.0,2501.0,2.0,584315.0699192637
2760,46.0,2631.0,5.0,669489.3679983787
2761,10.0,1346.0,3.0,563187.2169504637
2762,1.0,2631.0,4.0,481456.41799837875
2763,55.0,2471.0,1.0,676476.3923521412
2764,28.0,2163.0,10.0,570672.7725970788
2765,55.0,1346.0,13.0,734702.9169504638
2766,82.0,2471.0,12.0,744274.562352141
2767,73.0,1346.0,5.0,784769.1969504637
2768,10.0,1797.0,12.0,521824.0181415536
2769,82.0,1567.0,2.0,790525.2049412772
2770,19.0,2028.0,11.0,540087.5047340296
2771,1.0,1335.0,11.0,519047.66536727257
2772,46.0,1804.0,12.0,665395.9318136714
2773,10.0,1346.0,13.0,561747.2169504637
2774,28.0,1731.0,13.0,607151.972182472
2775,28.0,2043.0,5.0,577451.9627244101
2776,82.0,1772.0,11.0,766918.3933498312
2777,10.0,2700.0,14.0,536646.1314326305
2778,28.0,2476.0,12.0,580362.9787274452
2779,28.0,1459.0,1.0,635864.3639110986
2780,46.0,2913.0,13.0,737309.2304500827
2781,28.0,2700.0,1.0,616575.1314326305
2782,19.0,2074.0,2.0,538061.5412369472
2783,1.0,2135.0,9.0,450367.5079669729
2784,73.0,2631.0,12.0,746294.7379983788
2785,55.0,2796.0,6.0,734126.5212148326
2786,10.0,2028.0,13.0,499170.98473402974
2787,55.0,1284.0,3.0,736410.2518735133
2788,10.0,1928.0,3.0,509158.7491183892
2789,46.0,1335.0,4.0,707523.4153672726
2790,37.0,2098.0,6.0,608647.7253577651
2791,73.0,2098.0,11.0,717358.0053577651
2792,1.0,2028.0,8.0,456715.4647340298
2793,37.0,2488.0,5.0,617382.9324644243
2794,46.0,1772.0,4.0,670169.4733498312
2795,37.0,2476.0,8.0,615775.8187274452
2796,10.0,2631.0,6.0,524731.2079983788
2797,46.0,2476.0,10.0,647228.6587274452
2798,37.0,1928.0,6.0,621594.3091183892
2799,1.0,1161.0,7.0,513056.15492943116
2800,55.0,1161.0,6.0,729368.0949294312
2801,46.0,2105.0,2.0,640317.7037311213
2802,1.0,2700.0,6.0,494625.1314326305
2803,37.0,1237.0,13.0,673215.64180528
2804,46.0,2074.0,14.0,640303.5212369472
2805,46.0,2163.0,4.0,637842.1125970788
2806,1.0,2163.0,11.0,448993.76259707875
2807,10.0,2135.0,4.0,494362.6579669729
2808,55.0,1161.0,8.0,729116.0949294312
2809,19.0,1346.0,11.0,602602.3569504637
2810,55.0,1335.0,1.0,736416.5653672726
2811,64.0,1783.0,8.0,723167.1858336186
2812,73.0,2700.0,9.0,760260.1314326304
2813,1.0,2163.0,5.0,449857.76259707875
2814,64.0,1467.0,8.0,755641.4102069426
2815,73.0,2028.0,9.0,722118.6247340296
2816,82.0,1237.0,7.0,803462.29180528
2817,55.0,2416.0,14.0,669951.1323281042
2818,28.0,2913.0,8.0,671705.8904500827
2819,64.0,2416.0,12.0,696358.5723281042
2820,55.0,2471.0,4.0,676341.3923521412
2821,64.0,2936.0,12.0,799693.4908572766
2822,55.0,2680.0,6.0,707531.407679752
2823,46.0,2501.0,3.0,650744.2499192636
2824,19.0,1335.0,3.0,603815.9653672726
2825,1.0,2700.0,7.0,494508.1314326305
2826,19.0,1797.0,1.0,563574.7481415536
2827,28.0,1567.0,1.0,626626.0249412772
2828,82.0,2936.0,5.0,843988.9708572765
2829,55.0,2416.0,7.0,671274.1323281042
2830,28.0,2471.0,1.0,581147.222352141
2831,37.0,2913.0,12.0,705718.0604500828
2832,19.0,2043.0,7.0,539666.0927244101
2833,1.0,2796.0,12.0,516076.6812148326
2834,55.0,2471.0,2.0,676449.3923521412
2835,46.0,1772.0,13.0,668792.4733498312
2836,19.0,2796.0,13.0,599874.9612148325
2837,55.0,2163.0,9.0,666089.7825970788
2838,37.0,1284.0,2.0,676032.1318735133
2839,37.0,1467.0,10.0,669007.3202069426
2840,46.0,1783.0,12.0,667766.2458336187
2841,19.0,1237.0,12.0,601361.9818052801
2842,46.0,1335.0,2.0,707631.4153672726
2843,19.0,2476.0,2.0,544014.1387274452
2844,73.0,2680.0,12.0,755569.807679752
2845,19.0,1335.0,8.0,603320.9653672726
2846,82.0,2700.0,12.0,779826.1314326304
2847,64.0,2488.0,7.0,703752.6924644242
2848,73.0,2913.0,13.0,815261.7404500827
2849,19.0,2118.0,6.0,535419.4124994893
2850,73.0,2796.0,4.0,783337.8012148325
2851,46.0,2680.0,12.0,677680.207679752
2852,37.0,2913.0,1.0,707005.0604500828
2853,82.0,1467.0,10.0,798277.4702069425
2854,28.0,2028.0,8.0,578169.0247340297
2855,1.0,1335.0,9.0,519407.66536727257
2856,19.0,1567.0,2.0,589071.9949412772
2857,55.0,2488.0,11.0,677158.7724644243
2858,73.0,1335.0,11.0,784104.8653672726
2859,46.0,1928.0,13.0,652124.8291183892
2860,28.0,2913.0,4.0,672137.8904500827
2861,73.0,1731.0,6.0,752317.922182472
2862,73.0,1731.0,5.0,752416.922182472
2863,64.0,1467.0,1.0,756208.4102069426
2864,28.0,1459.0,8.0,635297.3639110986
2865,46.0,2680.0,14.0,677212.207679752
2866,73.0,1772.0,3.0,747876.9133498312
2867,73.0,2163.0,1.0,715727.1225970787
2868,28.0,2074.0,8.0,575094.2012369471
2869,64.0,1734.0,2.0,729300.4366874628
2870,64.0,2163.0,1.0,692726.4525970788
2871,1.0,1734.0,11.0,485865.01668746286
2872,64.0,2135.0,5.0,693506.5579669729
2873,55.0,1237.0,7.0,734710.30180528
2874,19.0,1928.0,2.0,549679.2691183892
2875,37.0,2098.0,8.0,608395.7253577651
2876,28.0,1459.0,7.0,635432.3639110986
2877,82.0,2074.0,8.0,739294.1612369472
2878,10.0,1459.0,7.0,557481.7439110986
2879,55.0,1467.0,13.0,728842.3802069426
2880,82.0,2936.0,10.0,843313.9708572765
2881,46.0,2476.0,1.0,648119.6587274452
2882,1.0,1928.0,10.0,464948.22911838925
2883,28.0,2476.0,3.0,581577.9787274452
2884,73.0,2416.0,3.0,720597.0123281042
2885,1.0,1928.0,7.0,465407.22911838925
2886,10.0,2488.0,6.0,504454.1724644242
2887,10.0,2488.0,5.0,504553.1724644242
2888,82.0,1467.0,8.0,798601.4702069425
2889,10.0,2936.0,4.0,601188.0508572765
2890,55.0,2700.0,13.0,710454.1314326305
2891,73.0,1783.0,10.0,745809.6558336186
2892,37.0,2105.0,8.0,608034.2537311212
2893,64.0,2098.0,13.0,693931.1853577651
2894,46.0,2700.0,14.0,681330.1314326305
2895,10.0,1284.0,12.0,562267.4518735134
2896,82.0,2163.0,11.0,734731.7925970787
2897,73.0,1731.0,7.0,752200.922182472
2898,28.0,2118.0,1.0,573311.0324994893
2899,10.0,1335.0,12.0,562178.8153672726
2900,19.0,2913.0,10.0,633733.7204500827
2901,1.0,1804.0,5.0,478725.1318136714
2902,46.0,2631.0,2.0,669678.3679983787
2903,19.0,1783.0,2.0,565134.8358336187
2904,10.0,2118.0,13.0,493729.7924994892
2905,28.0,1161.0,12.0,633420.6249294311
2906,37.0,2471.0,14.0,614084.6123521412
2907,28.0,1804.0,11.0,599254.2118136714
2908,55.0,1731.0,11.0,702713.342182472
2909,28.0,2700.0,10.0,615684.1314326305
2910,73.0,1772.0,6.0,747633.9133498312
2911,1.0,1237.0,7.0,518474.3218052801
2912,73.0,2043.0,14.0,720022.3127244101
2913,1.0,1284.0,4.0,520085.8918735134
2914,19.0,2476.0,6.0,543726.1387274452
2915,46.0,1567.0,10.0,692041.0849412772
2916,10.0,2163.0,10.0,492595.43259707873
2917,82.0,2118.0,14.0,735779.7524994892
2918,19.0,2680.0,7.0,574401.6076797519
2919,28.0,2163.0,14.0,569808.7725970788
2920,46.0,1783.0,1.0,669053.2458336187
2921,28.0,1335.0,2.0,641367.1153672726
2922,1.0,2028.0,2.0,457255.4647340298
2923,73.0,1772.0,9.0,747228.9133498312
2924,28.0,1772.0,7.0,603529.5133498312
2925,82.0,1928.0,6.0,751071.9091183891
2926,55.0,1459.0,5.0,730704.2939110985
2927,73.0,1467.0,13.0,777634.4402069426
2928,19.0,2163.0,1.0,533983.1025970788
2929,64.0,2416.0,14.0,695890.5723281042
2930,73.0,1335.0,9.0,784464.8653672726
2931,55.0,2105.0,10.0,668281.1537311212
2932,37.0,1567.0,11.0,660157.0549412773
2933,28.0,2416.0,10.0,575500.8123281042
2934,19.0,1346.0,3.0,603610.3569504637
2935,73.0,2135.0,14.0,714965.707966973
2936,46.0,1467.0,10.0,700693.3502069425
2937,28.0,2135.0,14.0,570814.957966973
2938,46.0,1928.0,3.0,653564.8291183892
2939,28.0,1928.0,2.0,587238.7891183892
2940,10.0,2135.0,13.0,492985.6579669729
2941,37.0,1459.0,13.0,668953.6739110985
2942,55.0,1459.0,13.0,729408.2939110985
2943,46.0,1161.0,4.0,700805.6049294312
2944,1.0,2135.0,6.0,450772.5079669729
2945,73.0,1804.0,13.0,742824.0118136714
2946,28.0,1284.0,1.0,641473.5718735134
2947,73.0,1734.0,6.0,751974.4966874628
2948,19.0,2098.0,11.0,535649.0853577651
2949,10.0,1928.0,5.0,509014.7491183892
2950,64.0,1346.0,8.0,761491.0569504637
2951,73.0,2098.0,5.0,718222.0053577651
2952,82.0,2913.0,9.0,836205.9104500827
2953,46.0,2631.0,10.0,668814.3679983787
2954,73.0,2471.0,9.0,724729.172352141
2955,64.0,1567.0,13.0,746062.1449412772
2956,1.0,2416.0,6.0,454518.4923281041
2957,1.0,1237.0,5.0,518690.3218052801
2958,46.0,2118.0,5.0,639500.2724994892
2959,64.0,1928.0,13.0,706831.8691183892
2960,73.0,1161.0,13.0,776908.0749294312
2961,19.0,1797.0,2.0,563547.7481415536
2962,1.0,2476.0,13.0,458563.4587274453
2963,46.0,1772.0,1.0,670304.4733498312
2964,28.0,2936.0,2.0,679512.5308572765
2965,46.0,2796.0,7.0,705119.8812148325
2966,46.0,2936.0,13.0,744580.0108572766
2967,64.0,1928.0,11.0,707263.8691183892
2968,73.0,2074.0,1.0,719784.5012369471
2969,28.0,2471.0,10.0,580256.222352141
2970,28.0,1772.0,11.0,602881.5133498312
2971,82.0,1772.0,2.0,767971.3933498312
2972,19.0,1783.0,8.0,564594.8358336187
2973,10.0,1161.0,6.0,556495.6449294311
2974,64.0,2043.0,2.0,698760.4427244101
2975,1.0,2488.0,8.0,460760.25246442424
2976,73.0,1467.0,8.0,778579.4402069426
2977,82.0,1346.0,12.0,803709.3369504637
2978,28.0,2796.0,6.0,638709.6012148325
2979,10.0,1734.0,5.0,530103.0766874629
2980,28.0,2476.0,4.0,581514.9787274452
2981,64.0,1284.0,12.0,761032.8118735134
2982,10.0,2416.0,5.0,498052.9323281041
2983,73.0,1797.0,3.0,745049.1281415536
2984,64.0,1459.0,6.0,756458.6039110986
2985,19.0,2913.0,3.0,634552.7204500827
2986,1.0,2231.0,7.0,448360.9140008646
2987,73.0,2105.0,10.0,717188.0537311212
2988,82.0,2796.0,3.0,803542.4412148325
2989,46.0,2043.0,6.0,643744.7027244101
2990,19.0,2631.0,9.0,564864.9979983787
2991,64.0,1335.0,12.0,760971.7153672726
2992,19.0,2028.0,14.0,539412.5047340296
2993,64.0,2074.0,10.0,695900.8412369471
2994,55.0,1467.0,11.0,729274.3802069426
2995,10.0,2700.0,5.0,538185.1314326305
2996,55.0,2501.0,4.0,679544.3399192637
2997,37.0,1346.0,1.0,675780.6369504638
2998,1.0,2231.0,1.0,448792.9140008646
2999,64.0,1467.0,12.0,754921.4102069426
3000,64.0,2416.0,3.0,697573.5723281042
3001,46.0,2913.0,14.0,737066.2304500827
3002,28.0,1804.0,12.0,599047.2118136714
3003,19.0,1161.0,8.0,596650.1349294311
3004,73.0,1567.0,8.0,769954.1749412772
3005,82.0,1731.0,4.0,772543.712182472
3006,19.0,1335.0,2.0,603860.9653672726
3007,28.0,2936.0,9.0,678819.5308572765
3008,19.0,2913.0,1.0,634624.7204500827
3009,64.0,2471.0,8.0,701853.7823521411
3010,64.0,2488.0,8.0,703617.6924644242
3011,55.0,2163.0,12.0,665522.7825970788
3012,64.0,2231.0,4.0,691353.4440008645
3013,64.0,2118.0,10.0,693566.5124994892
3014,28.0,1161.0,3.0,634635.6249294311
3015,10.0,2098.0,11.0,495158.26535776514
3016,37.0,1567.0,10.0,660346.0549412773
3017,28.0,2631.0,11.0,602127.7879983787
3018,37.0,2936.0,5.0,714057.7708572765
3019,55.0,1467.0,12.0,729067.3802069426
3020,1.0,2135.0,1.0,451087.5079669729
3021,37.0,2028.0,2.0,613361.5447340297
3022,37.0,2501.0,1.0,619037.1599192637
3023,64.0,2796.0,4.0,760280.1612148324
3024,64.0,2231.0,8.0,690921.4440008645
3025,1.0,2135.0,13.0,449575.5079669729
3026,82.0,1731.0,3.0,772606.712182472
3027,64.0,2471.0,4.0,702285.7823521411
3028,73.0,1459.0,8.0,779143.9139110985
3029,73.0,2680.0,10.0,755965.807679752
3030,64.0,2700.0,14.0,736176.1314326305
3031,10.0,1459.0,12.0,556626.7439110986
3032,19.0,1346.0,5.0,603466.3569504637
3033,55.0,2680.0,14.0,706091.407679752
3034,82.0,2700.0,11.0,780033.1314326304
3035,73.0,2501.0,5.0,728441.5199192637
3036,28.0,2074.0,2.0,575634.2012369471
3037,1.0,1346.0,5.0,519704.07695046376
3038,37.0,2796.0,3.0,673674.2412148325
3039,1.0,1459.0,3.0,514492.43391109863
3040,73.0,2118.0,10.0,716563.1324994892
3041,28.0,2043.0,6.0,577352.9627244101
3042,1.0,2163.0,10.0,449182.76259707875
3043,64.0,1734.0,7.0,728895.4366874628
3044,19.0,2796.0,8.0,600819.9612148325
3045,10.0,1772.0,8.0,525387.5533498311
3046,37.0,2416.0,5.0,610863.2523281042
3047,73.0,2163.0,13.0,714215.1225970787
3048,82.0,2135.0,13.0,735290.8579669729
3049,64.0,1783.0,5.0,723518.1858336186
3050,82.0,2098.0,13.0,737004.8253577651
3051,37.0,2488.0,14.0,615843.9324644243
3052,10.0,1237.0,12.0,560948.65180528
3053,10.0,1928.0,1.0,509230.7491183892
3054,55.0,2118.0,14.0,666789.8924994892
3055,55.0,2471.0,3.0,676404.3923521412
3056,55.0,2043.0,4.0,672746.5727244101
3057,10.0,2118.0,12.0,493954.7924994892
3058,73.0,1804.0,8.0,743769.0118136714
3059,82.0,2631.0,10.0,766817.5279983788
3060,10.0,1928.0,4.0,509095.7491183892
3061,1.0,2476.0,4.0,459940.4587274453
3062,28.0,2796.0,7.0,638592.6012148325
3063,28.0,1237.0,13.0,638634.31180528
3064,1.0,1335.0,5.0,519911.66536727257
3065,19.0,1928.0,4.0,549571.2691183892
3066,10.0,2488.0,13.0,503257.1724644242
3067,55.0,1346.0,6.0,735899.9169504638
3068,37.0,1284.0,14.0,674304.1318735133
3069,46.0,1731.0,13.0,673487.552182472
3070,1.0,2471.0,9.0,458854.0523521411
3071,46.0,1804.0,14.0,664927.9318136714
3072,37.0,1346.0,9.0,675060.6369504638
3073,19.0,1346.0,7.0,603250.3569504637
3074,55.0,1804.0,13.0,693971.2918136714
3075,28.0,2231.0,1.0,570301.2840008646
3076,10.0,1459.0,11.0,556833.7439110986
3077,10.0,2471.0,13.0,501502.4423521411
3078,1.0,1284.0,12.0,518933.8918735134
3079,64.0,1284.0,11.0,761239.8118735134
3080,64.0,1459.0,14.0,755018.6039110986
3081,64.0,2118.0,7.0,694025.5124994892
3082,28.0,1797.0,3.0,601050.4781415536
3083,37.0,2028.0,13.0,611876.5447340297
3084,46.0,1734.0,10.0,673764.3166874629
3085,82.0,2135.0,7.0,736370.8579669729
3086,55.0,2488.0,14.0,676483.7724644243
